seed,u_nn,u_theory,Y_test
36,"[0.05367538332939148, 0.05145841836929321, 0.04946313798427582, 0.04766738414764404, 0.04605121910572052, 0.044596657156944275, 0.043287575244903564, 0.04210938513278961, 0.04104900360107422, 0.04009468853473663, 0.039235785603523254, 0.03846277296543121, 0.037767067551612854, 0.037140920758247375, 0.03657740354537964, 0.036070242524147034, 0.0356137752532959, 0.03520296514034271, 0.034833237528800964, 0.03450047969818115, 0.034201011061668396, 0.03393147885799408, 0.03368888795375824, 0.03347057104110718, 0.0332740843296051, 0.03309725224971771, 0.032938092947006226, 0.03279484808444977, 0.03266593813896179]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
37,"[0.05366704240441322, 0.05145172029733658, 0.049457937479019165, 0.047663524746894836, 0.04604855924844742, 0.04459508880972862, 0.04328696429729462, 0.0421096533536911, 0.04105007275938988, 0.040096450597047806, 0.03923818841576576, 0.03846575692296028, 0.03777056559920311, 0.037144891917705536, 0.03658178821206093, 0.03607499599456787, 0.03561887890100479, 0.03520837426185608, 0.03483892232179642, 0.0345064178109169, 0.03420716151595116, 0.03393782675266266, 0.03369542956352234, 0.03347727283835411, 0.03328092768788338, 0.033104222267866135, 0.0329451821744442, 0.032802049070596695, 0.03267322853207588]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
38,"[0.053669415414333344, 0.05145104229450226, 0.04945450276136398, 0.04765762388706207, 0.046040430665016174, 0.044584959745407104, 0.043275028467178345, 0.0420960932970047, 0.04103505611419678, 0.04008011519908905, 0.03922067582607269, 0.038447171449661255, 0.03775102645158768, 0.03712449222803116, 0.03656060993671417, 0.0360531210899353, 0.03559637814760208, 0.035185307264328, 0.03481534868478775, 0.034482382237911224, 0.034182704985141754, 0.033913008868694305, 0.033670276403427124, 0.03345181792974472, 0.0332552045583725, 0.03307825326919556, 0.03291899710893631, 0.03277566283941269, 0.03264666348695755]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
39,"[0.05366695672273636, 0.05145163834095001, 0.0494578555226326, 0.04766345024108887, 0.04604848474264145, 0.04459501802921295, 0.043286897242069244, 0.04210958629846573, 0.0410500094294548, 0.04009638726711273, 0.039238132536411285, 0.038465701043605804, 0.03777050971984863, 0.03714483976364136, 0.03658173978328705, 0.03607494384050369, 0.03561882674694061, 0.0352083221077919, 0.034838877618312836, 0.03450637310743332, 0.03420711308717728, 0.03393778204917908, 0.03369537740945816, 0.03347722440958023, 0.033280886709690094, 0.03310418128967285, 0.03294513374567032, 0.032802000641822815, 0.0326731875538826]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
40,"[0.05366644263267517, 0.05145111680030823, 0.04945731163024902, 0.0476628839969635, 0.04604789614677429, 0.04459443688392639, 0.043286293745040894, 0.04210898280143738, 0.041049420833587646, 0.040095746517181396, 0.03923749923706055, 0.03846505284309387, 0.03776988387107849, 0.03714418411254883, 0.03658109903335571, 0.036074280738830566, 0.03561815619468689, 0.03520762920379639, 0.03483821451663971, 0.03450571000576019, 0.03420642018318176, 0.03393709659576416, 0.03369466960430145, 0.033476561307907104, 0.033280178904533386, 0.03310348093509674, 0.032944455742836, 0.032801300287246704, 0.032672494649887085]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
41,"[0.05366792157292366, 0.05145261809229851, 0.04945883899927139, 0.04766444116830826, 0.04604947566986084, 0.04459600895643234, 0.04328789561986923, 0.042110588401556015, 0.04105101525783539, 0.04009739309549332, 0.03923913463950157, 0.03846670687198639, 0.037771519273519516, 0.03714584931731224, 0.03658274561166763, 0.036075953394174576, 0.03561984375119209, 0.03520934656262398, 0.034839894622564316, 0.0345073826611042, 0.03420813009142876, 0.033938802778720856, 0.03369640186429024, 0.03347824513912201, 0.033281903713941574, 0.03310519829392433, 0.032946158200502396, 0.03280302509665489, 0.03267420828342438]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
42,"[0.053665146231651306, 0.051446810364723206, 0.04945032298564911, 0.04765348136425018, 0.04603631794452667, 0.044580891728401184, 0.04327143728733063, 0.04209534823894501, 0.04103685915470123, 0.04008422791957855, 0.039226844906806946, 0.03845520317554474, 0.03776074945926666, 0.037135735154151917, 0.03657318651676178, 0.03606690466403961, 0.035611286759376526, 0.03520120680332184, 0.03483210504055023, 0.03449997305870056, 0.034201011061668396, 0.03393198549747467, 0.033689841628074646, 0.03347189724445343, 0.03327576816082001, 0.033099234104156494, 0.0329403430223465, 0.032797351479530334, 0.03266867995262146]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
43,"[0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804, 0.052559979259967804]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
44,"[0.053670868277549744, 0.05145251750946045, 0.049456000328063965, 0.04765915870666504, 0.04604196548461914, 0.04458653926849365, 0.043276622891426086, 0.042097702622413635, 0.04103666543960571, 0.040081754326820374, 0.03922232985496521, 0.03844882547855377, 0.037752702832221985, 0.03712615370750427, 0.03656229376792908, 0.03605480492115021, 0.03559808433055878, 0.035187020897865295, 0.034817054867744446, 0.03448408842086792, 0.03418444097042084, 0.033914715051651, 0.03367197513580322, 0.03345353901386261, 0.03325694799423218, 0.03307996690273285, 0.032920703291893005, 0.03277739882469177, 0.03264838457107544]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
45,"[0.05366697907447815, 0.05145159363746643, 0.04945775866508484, 0.04766330122947693, 0.04604828357696533, 0.04459482431411743, 0.043286681175231934, 0.042109280824661255, 0.04104974865913391, 0.04009607434272766, 0.039237767457962036, 0.03846535086631775, 0.03777012228965759, 0.03714445233345032, 0.03658130764961243, 0.03607448935508728, 0.03561839461326599, 0.035207897424697876, 0.03483840823173523, 0.0345059335231781, 0.034206658601760864, 0.033937305212020874, 0.03369489312171936, 0.03347674012184143, 0.033280402421951294, 0.03310367465019226, 0.03294464945793152, 0.03280147910118103, 0.03267267346382141]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
46,"[0.053668901324272156, 0.05145052820444107, 0.04945399612188339, 0.047657132148742676, 0.04603993892669678, 0.044584475457668304, 0.04327455163002014, 0.042095623910427094, 0.04103458672761917, 0.04007966071367264, 0.03922022134065628, 0.03844671696424484, 0.03775057941675186, 0.03712405264377594, 0.036560170352458954, 0.03605267405509949, 0.03559593856334686, 0.03518487513065338, 0.03481490910053253, 0.0344819501042366, 0.034182287752628326, 0.033912576735019684, 0.0336698517203331, 0.0334513857960701, 0.033254772424697876, 0.033077821135520935, 0.03291856497526169, 0.03277524560689926, 0.032646238803863525]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
47,"[0.05367067828774452, 0.05145427957177162, 0.04945734515786171, 0.04766010120511055, 0.04604259505867958, 0.04458681121468544, 0.043276626616716385, 0.04209745302796364, 0.041036207228899, 0.040081072598695755, 0.03922145441174507, 0.038447801023721695, 0.037751514464616776, 0.037124861031770706, 0.03656085208058357, 0.036053258925676346, 0.035596419125795364, 0.03518526628613472, 0.034815240651369095, 0.034482214599847794, 0.03418247774243355, 0.033912722021341324, 0.03366992250084877, 0.033451441675424576, 0.03325479105114937, 0.033077795058488846, 0.032918501645326614, 0.032775137573480606, 0.03264612331986427]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
48,"[0.05366630107164383, 0.05144914984703064, 0.04945581778883934, 0.04766181483864784, 0.046047210693359375, 0.04459407180547714, 0.04328624904155731, 0.042109206318855286, 0.04104986414313316, 0.0400964580476284, 0.03923838958144188, 0.038466136902570724, 0.03777110204100609, 0.037145569920539856, 0.036582592874765396, 0.03607591614127159, 0.03561990708112717, 0.035209495574235916, 0.03484012931585312, 0.03450769558548927, 0.0342085063457489, 0.03393923491239548, 0.033696893602609634, 0.033478785306215286, 0.03328248858451843, 0.033105816692113876, 0.03294681757688522, 0.032803718000650406, 0.03267492353916168]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
49,"[0.053668662905693054, 0.05145329236984253, 0.04945945739746094, 0.04766499251127243, 0.046049974858760834, 0.04459647089242935, 0.04328832030296326, 0.04211097210645676, 0.04105138033628464, 0.04009772092103958, 0.03923943638801575, 0.03846696764230728, 0.03777176886796951, 0.03714606910943985, 0.03658294677734375, 0.03607615828514099, 0.03562001883983612, 0.03520951420068741, 0.03484004735946655, 0.03450752794742584, 0.0342082753777504, 0.033938921988010406, 0.03369651734828949, 0.03347836434841156, 0.03328200429677963, 0.033105313777923584, 0.032946258783340454, 0.032803118228912354, 0.032674290239810944]","[0.053668420761823654, 0.05145157873630524, 0.04945642128586769, 0.04766077920794487, 0.04604470357298851, 0.04459023475646973, 0.04328121244907379, 0.04210308939218521, 0.04104278236627579, 0.04008850082755089, 0.039229653775691986, 0.03845668584108353, 0.03776101768016815, 0.037134915590286255, 0.03657142445445061, 0.036064282059669495, 0.035607852041721344, 0.035197071731090546, 0.03482736274600029, 0.03449462726712227, 0.03419516235589981, 0.03392564505338669, 0.033683083951473236, 0.03346477448940277, 0.03326829522848129, 0.0330914668738842, 0.03293231874704361, 0.032789088785648346, 0.03266017884016037]","[0.10000000149011612, 0.14000000059604645, 0.17599999904632568, 0.20839999616146088, 0.2375599890947342, 0.26380398869514465, 0.28742358088493347, 0.3086812198162079, 0.3278130888938904, 0.3450317978858948, 0.3605286180973053, 0.37447574734687805, 0.38702818751335144, 0.3983253836631775, 0.4084928333759308, 0.41764354705810547, 0.42587918043136597, 0.4332912564277649, 0.43996211886405945, 0.4459659159183502, 0.4513693153858185, 0.4562323987483978, 0.46060916781425476, 0.464548259973526, 0.4680934250354767, 0.47128409147262573, 0.4741556942462921, 0.47674012184143066, 0.4790661036968231]"
